planning_horizon,technology,parameter,value,unit,source,further_description
all,seawater RO desalination,discount rate,0.075,per unit,input_parameters_for_models.csv,TIMES hurdle: production
all,seawater desalination,discount rate,0.075,per unit,input_parameters_for_models.csv,TIMES hurdle: production
all,shipping fuel methanol,discount rate,0.075,per unit,input_parameters_for_models.csv,TIMES hurdle: production
all,solar-hsat,discount rate,0.075,per unit,input_parameters_for_models.csv,TIMES hurdle: production
all,solar-rooftop,discount rate,0.075,per unit,input_parameters_for_models.csv,TIMES hurdle: production
all,solar-rooftop commercial,discount rate,0.075,per unit,input_parameters_for_models.csv,TIMES hurdle: production
all,solar-rooftop residential,discount rate,0.075,per unit,input_parameters_for_models.csv,TIMES hurdle: production
all,solar-utility,discount rate,0.075,per unit,input_parameters_for_models.csv,TIMES hurdle: production
all,solid biomass,discount rate,0.075,per unit,input_parameters_for_models.csv,TIMES hurdle: production
all,solid biomass boiler steam,discount rate,0.1,per unit,input_parameters_for_models.csv,TIMES hurdle: industry
all,solid biomass boiler steam CC,discount rate,0.1,per unit,input_parameters_for_models.csv,TIMES hurdle: industry
all,solid biomass to hydrogen,discount rate,0.075,per unit,input_parameters_for_models.csv,TIMES hurdle: production
all,steel carbon capture retrofit,discount rate,0.1,per unit,input_parameters_for_models.csv,TIMES hurdle: industry
all,uranium,discount rate,0.075,per unit,input_parameters_for_models.csv,TIMES hurdle: production
all,waste CHP,discount rate,0.075,per unit,input_parameters_for_models.csv,TIMES hurdle: production
all,waste CHP CC,discount rate,0.075,per unit,input_parameters_for_models.csv,TIMES hurdle: production
all,water tank charger,discount rate,0.075,per unit,input_parameters_for_models.csv,TIMES hurdle: production
all,water tank discharger,discount rate,0.075,per unit,input_parameters_for_models.csv,TIMES hurdle: production
