# TIMES rooftop share of PV plant capacity: VAR_Cap of
# ERNW_PV-Buildings_SOL_N + ERNW_PV-Large_Roof_SOL_N + ERNW_PV-RES_Homes_SOL_N over those plus
# ERNW_PV-GreenField_SOL_N. VAR_Ncap is not added. Demand-side
# RSDPVELC/COMPVELC/INDPVELC and the resource process ELCSOL00 are
# excluded. Extracted 2026-09-04 from
# scen_central_demande_haute_v2_260903_0309.vd. Item 8. Note: the v2 vd
# has no 2025 rooftop/utility VAR_Cap rows, so 2025 is capacity-pinned
# (1.77 GW rooftop + 0.9 GW ground, baseyear_pv_split.csv) and the
# share binds from 2030 on.
year,share,rooftop_gw,utility_gw
2030,0.7083018949492977,4.8856994408568415,2.01206474090717
2035,0.7372343463546951,7.86040855018447,2.80161308384654
2040,0.7757014493731054,11.960257568694669,3.45837749813488
2045,0.7889315309120826,12.926720252748712,3.45837749813488
2050,0.8009628281457651,13.91715826695139,3.45837749813488
